Sector,Subsector,Branch,Subbranch,Class,Description,Economic units,Workers total,Workers hired by the unit ,Fixed salary workers,No fixed salary workers,Workers not hired by the unit,Payments,Expenses,Incomes,Production,Intermediate expenses,Added value,Fixed capital formation,Variation of stocks,Fixed assets,Depreciation
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81149,Class 811493,Class 811493 Reparación y mantenimiento de bicicletas,4,6,6,0,6,0,0,0.1,0.2,0.2,0.1,0,0,0,0.1,0
Sector 81 Other services,Subsector 811,Branch 8114,Subbranch 81149,Class 811499,Class 811499 Reparación y mantenimiento de otros artículos para el hogar y personales,24,41,37,4,33,4,0.1,0.9,1.7,1.7,0.9,0.8,0,0,1,0.1
Sector 81 Other services,Subsector 812,,,,Subsector 812 Servicios personales,250,534,513,208,305,21,10.7,28.4,72.4,73.7,28.1,45.5,2.4,0,104.6,3.4
Sector 81 Other services,Subsector 812,Branch 8121,,,"Branch 8121 Salones y clínicas de belleza, baños públicos y bolerías",190,333,325,77,248,8,2.7,11.8,25,26.2,11.6,14.6,2.1,0,16.5,1.2
Sector 81 Other services,Subsector 812,Branch 8121,Subbranch 81211,,Subbranch 81211 Salones y clínicas de belleza y peluquerías,176,304,297,68,229,7,2.5,10.7,22.1,23.3,10.5,12.8,2.1,0,15.3,1.1
Sector 81 Other services,Subsector 812,Branch 8121,Subbranch 81211,Class 812110,Class 812110 Salones y clínicas de belleza y peluquerías,176,304,297,68,229,7,2.5,10.7,22.1,23.3,10.5,12.8,2.1,0,15.3,1.1
Sector 81 Other services,Subsector 812,Branch 8121,Subbranch 81213,,Subbranch 81213 Sanitarios públicos y bolerías,14,29,28,9,19,1,0.3,1.1,2.9,2.9,1.1,1.8,0,0,1.3,0.1
Sector 81 Other services,Subsector 812,Branch 8121,Subbranch 81213,Class 812130,Class 812130 Sanitarios públicos y bolerías,14,29,28,9,19,1,0.3,1.1,2.9,2.9,1.1,1.8,0,0,1.3,0.1
Sector 81 Other services,Subsector 812,Branch 8122,,,Branch 8122 Lavanderías y tintorerías,23,51,51,28,23,0,1.1,2.9,4.8,4.9,2.9,1.9,0.2,0,1.6,0.2
Sector 81 Other services,Subsector 812,Branch 8122,Subbranch 81221,,Subbranch 81221 Lavanderías y tintorerías,23,51,51,28,23,0,1.1,2.9,4.8,4.9,2.9,1.9,0.2,0,1.6,0.2
Sector 81 Other services,Subsector 812,Branch 8122,Subbranch 81221,Class 812210,Class 812210 Lavanderías y tintorerías,23,51,51,28,23,0,1.1,2.9,4.8,4.9,2.9,1.9,0.2,0,1.6,0.2
Sector 81 Other services,Subsector 812,Branch 8123,,,Branch 8123 Servicios funerarios y administración de cementerios,6,30,26,15,11,4,0.8,3.6,5.7,5.8,3.6,2.2,0.1,0,2.3,0.3
Sector 81 Other services,Subsector 812,Branch 8123,Subbranch 81231,,Subbranch 81231 Servicios funerarios,6,30,26,15,11,4,0.8,3.6,5.7,5.8,3.6,2.2,0.1,0,2.3,0.3
Sector 81 Other services,Subsector 812,Branch 8123,Subbranch 81231,Class 812310,Class 812310 Servicios funerarios,6,30,26,15,11,4,0.8,3.6,5.7,5.8,3.6,2.2,0.1,0,2.3,0.3
Sector 81 Other services,Subsector 812,Branch 8124,,,Branch 8124 Estacionamientos y pensiones para vehículos automotores,25,105,96,80,16,9,5.6,7.3,32.1,32.1,7.3,24.8,0,0,82.4,1.5
Sector 81 Other services,Subsector 812,Branch 8124,Subbranch 81241,,Subbranch 81241 Estacionamientos y pensiones para vehículos automotores,25,105,96,80,16,9,5.6,7.3,32.1,32.1,7.3,24.8,0,0,82.4,1.5
Sector 81 Other services,Subsector 812,Branch 8124,Subbranch 81241,Class 812410,Class 812410 Estacionamientos y pensiones para vehículos automotores,25,105,96,80,16,9,5.6,7.3,32.1,32.1,7.3,24.8,0,0,82.4,1.5
Sector 81 Other services,Subsector 812,Branch 8129,,,Branch 8129 Servicios de revelado e impresión de fotografías y otros servicios personales,6,15,15,8,7,0,0.4,2.7,4.7,4.7,2.7,2.1,0,0,1.8,0.2
Sector 81 Other services,Subsector 812,Branch 8129,Subbranch 8129C,,Subbranchs agrupadas por principio de confidencialidad,6,15,15,8,7,0,0.4,2.7,4.7,4.7,2.7,2.1,0,0,1.8,0.2
Sector 81 Other services,Subsector 812,Branch 8129,Subbranch 8129C,Class 8129CC,Classs agrupadas por principio de confidencialidad,6,15,15,8,7,0,0.4,2.7,4.7,4.7,2.7,2.1,0,0,1.8,0.2
Sector 81 Other services,Subsector 813,,,,Subsector 813 Asociaciones y organizaciones,26,137,126,52,74,11,1.9,3.3,8,8.1,3.3,4.7,0.1,0,9.2,0.7
Sector 81 Other services,Subsector 813,Branch 8131,,,"Branch 8131 Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",16,87,83,48,35,4,1.6,1.8,5.5,5.5,1.8,3.7,0.1,0,8.2,0.5
Sector 81 Other services,Subsector 813,Branch 8131,Subbranch 81312,,Subbranch 81312 Asociaciones y organizaciones laborales y sindicales,9,55,55,31,24,0,1,1.1,4.1,4.1,1.1,2.9,0,0,6.3,0.4
Sector 81 Other services,Subsector 813,Branch 8131,Subbranch 81312,Class 813120,Class 813120 Asociaciones y organizaciones laborales y sindicales,9,55,55,31,24,0,1,1.1,4.1,4.1,1.1,2.9,0,0,6.3,0.4
Sector 81 Other services,Subsector 813,Branch 8131,Subbranch 8131C,,Subbranchs agrupadas por principio de confidencialidad,7,32,28,17,11,4,0.6,0.7,1.4,1.4,0.7,0.8,0,0,1.9,0.1
Sector 81 Other services,Subsector 813,Branch 8131,Subbranch 8131C,Class 8131CC,Classs agrupadas por principio de confidencialidad,7,32,28,17,11,4,0.6,0.7,1.4,1.4,0.7,0.8,0,0,1.9,0.1
Sector 81 Other services,Subsector 813,Branch 8132,,,"Branch 8132 Asociaciones y organizaciones religiosas, políticas y civiles",10,50,43,4,39,7,0.3,1.5,2.5,2.6,1.5,1,0.1,0,1,0.1
Sector 81 Other services,Subsector 813,Branch 8132,Subbranch 81323,,Subbranch 81323 Asociaciones y organizaciones civiles,10,50,43,4,39,7,0.3,1.5,2.5,2.6,1.5,1,0.1,0,1,0.1
Sector 81 Other services,Subsector 813,Branch 8132,Subbranch 81323,Class 813230,Class 813230 Asociaciones y organizaciones civiles,10,50,43,4,39,7,0.3,1.5,2.5,2.6,1.5,1,0.1,0,1,0.1
